"","GPS.Time","Device.Time","Longitude","Latitude","GPS.Speed..Meters.second.","Horizontal.Dilution.of.Precision","Altitude","Bearing","Acceleration.Sensor.Total..g.","Acceleration.Sensor.X.axis..g.","Acceleration.Sensor.Y.axis..g.","Acceleration.Sensor.Z.axis..g.","Ambient.air.temp..C.","Average.trip.speed.whilst.moving.only..km.h.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Barometric.pressure..from.vehicle..psi.","Cost.per.mile.km..Instant....km.","Cost.per.mile.km..Trip....km.","Distance.to.empty..Estimated..km.","Distance.travelled.with.MIL.CEL.lit.km.","Engine.Coolant.Temperature..C.","Engine.kW..At.the.wheels..kW.","Engine.Load...","Engine.RPM.rpm.","Fuel.cost..trip..cost.","Fuel.flow.rate.hour.l.hr.","Fuel.flow.rate.minute.cc.min.","Fuel.Level..From.Engine.ECU....","Fuel.Rail.Pressure.psi.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","GPS.Accuracy.m.","GPS.Altitude.m.","GPS.Bearing...","GPS.Latitude...","GPS.Longitude...","GPS.Satellites","Horsepower..At.the.wheels..hp.","Intake.Air.Temperature..C.","Intake.Manifold.Pressure.psi.","Kilometers.Per.Litre.Instant..kpl.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km.","Mass.Air.Flow.Rate.g.s.","Miles.Per.Gallon.Instant..mpg.","Miles.Per.Gallon.Long.Term.Average..mpg.","Speed..GPS..km.h.","Speed..OBD..km.h.","Throttle.Position.Manifold....","Torque.Nm.","Trip.average.KPL.kpl.","Trip.average.Litres.100.KM.l.100km.","Trip.average.MPG.mpg.","Trip.Distance.km.","Trip.distance..stored.in.vehicle.profile..km.","Trip.Time.Since.journey.start..s.","Trip.time.whilst.moving..s.","Trip.time.whilst.stationary..s.","Turbo.Boost...Vacuum.Gauge.psi.","Voltage..OBD.Adapter..V.","Volumetric.Efficiency..Calculated...."
"1","Sun Feb 04 16:49:46 GMT+05:30 2018","04-Feb-2018 16:49:45.736",77.59311427,12.86033973,0,10.72,821.21875,0,-0.0080901,0.16275263,0.55879676,0.7027896,"-","4","4","13.05339622","-","-","-","-",35,"3.49491692","25.09803963",1042.75,"-","-","-","-","-","-","-",10.72000027,821.21875,0,12.86034012,77.59311676,10,"4.6867609",31,3.77098107,10.56899071,7.23727655,"9.46144485",13.81706524,"2.8599999",29.85590553,20.44428444,"0",11,15.29411793,"-","10.56899071","9.46144485","29.85590553","0.02022333",15.89663887,8,8.07800007,0,-9.28241539,14.30000019,"51"
"2","Sun Feb 04 16:49:51 GMT+05:30 2018","04-Feb-2018 16:49:50.737",77.5931149,12.86034099,0,6.432,820.943115234375,0,0.03077378,0.13084139,0.79797399,0.53866041,"-","7","7","13.05339622","-","-","-","-",36,"1.13486207","86.66667175",550,"-","-","-","-","-","-","-",6.43200016,820.94311523,0,12.86034107,77.59311676,13,"1.52187514",31,7.3969245,13.74344063,7.23988199,"7.27604723",13.81209183,"7.40999985",38.82327652,20.4516449,"0",8,23.52941132,"19.70345688","12.15621567","8.22607327","34.33959198","0.02987792",15.90629387,12,12.96000004,0,-5.65647173,14.30000019,"50"
"3","Sun Feb 04 16:49:56 GMT+05:30 2018","04-Feb-2018 16:49:55.736",77.59316878,12.86036686,3.4,4.288,816.0322265625,191.9,-0.13268642,-0.12633374,0.64226431,0.46855554,"-","8.25","8.25","13.05339622","-","-","-","0",37,"2.2538681","47.84313965",1099,"-","-","-","-","-","-","-",4.28800011,816.03222656,191.8999939,12.86036682,77.59317017,14,"3.02248693",31,5.22135878,6.30822849,7.23950911,"15.85198116",13.81280327,"3.57999992",17.81985474,20.45059204,"12.23999977",15,16.07843208,"19.70345688","10.20688629","9.79710293","28.83301163","0.04736236",15.92377853,18,17.83399963,0,-7.83203745,14.39999962,"62"
"4","Sun Feb 04 16:50:01 GMT+05:30 2018","04-Feb-2018 16:50:00.736",77.59330252,12.86041611,2.67,4.288,814.28955078125,189.8,0.12132596,-0.10839651,0.95191199,0.4819167,"-","10.4285717","10.4285717","13.05339622","-","-","220.87397766","0",37,"0.97657883","24.70588303",768.75,"0.00086509","-","-","-","-","46.93692398","0.00102987",4.28800011,814.28955078,189.80000305,12.86041641,77.59329987,17,"1.30961382",31,5.07632065,17.73459053,7.24370909,"5.6385808",13.80479527,"2.54999995",50.09771347,20.46245384,"9.61200047",13,16.07843208,"12.13065434","12.08881283","8.27193928","34.149189","0.06463431",15.94104958,22,22.875,0,-7.97707558,14.39999962,"59"
"5","Sun Feb 04 16:50:06 GMT+05:30 2018","04-Feb-2018 16:50:05.736",77.59346652,12.86041347,2.79,5.36,807.929077148438,190.7,-0.09694556,0.04249285,0.51913792,0.63731992,"-","10.625","10.625","13.05339622","-","-","220.87397766","0",39,"-","48.62745285",1191,"0.00086509","-","-","-","-","46.93692398","0.00102987",5.36000013,807.92907715,190.69999695,12.86041355,77.59346771,14,"-",31,3.91601896,17.73459053,7.24370909,"5.6385808",13.80479527,"3.57999992",50.09771347,20.46245384,"10.04399967",9,15.29411793,"12.13065434","12.08881283","8.27193928","34.149189","0.08257958",15.95899487,28,28.06900024,0,-9.13737679,14.19999981,"59"
"6","Sun Feb 04 16:50:11 GMT+05:30 2018","04-Feb-2018 16:50:10.736",77.59362434,12.8605206,3.08,4.288,814.383544921875,91.7,-0.13909629,0.10259163,0.4293257,0.63878512,"-","10.54545498","10.54545498","13.05339622","-","0.01892693","221.04985046","0",39,"1.87492692","36.86274719",986.75,"0.000991","0.05561541","0.92692357","-","-","46.9366951","0.00117977",4.28800011,814.38354492,91.69999695,12.86052036,77.59362793,21,"2.51431847",31,5.94654703,12.89306164,7.24756765,"7.75594854",13.7974453,"2.63000011",36.42107773,20.47335434,"11.08799934",13,16.86274529,"18.1442585","12.08215714","8.27649498","34.13038635","0.09516223",15.97157764,33,33.25699997,0,-7.10684919,14.30000019,"46"
"7","Sun Feb 04 16:50:16 GMT+05:30 2018","04-Feb-2018 16:50:15.736",77.59364675,12.86076658,3.23,3.216,816.151733398438,1.4,-0.09064778,0.11918809,0.43524411,0.68912202,"-","10.83333302","10.83333302","13.05339622","0.14942168","0.03632262","221.18055725","0",40,"1.0502404","29.41176605",974,"0.00226967","0.79699254","13.28320885","-","-","46.93435287","0.00270199",3.21600008,816.1517334,1.39999998,12.86076641,77.59364319,21,"1.40839553",31,4.49617004,17.73459053,7.25414467,"5.6385808",13.78493595,"2.6099999",50.09771347,20.49193382,"11.62799931",13,15.68627453,"9.26024055","12.93134689","7.7329855","36.52922821","0.11437",15.9907856,38,37.95000076,0,-8.55722618,14.30000019,"47"
"8","Sun Feb 04 16:50:21 GMT+05:30 2018","04-Feb-2018 16:50:20.735",77.59366895,12.86095645,3.99,3.216,815.5908203125,2.3,0.35504809,0.20973291,0.44341946,1.16265309,"-","11.53333378","11.53333378","13.05339622","0.07570773","0.04159386","221.3019104","0",42,"0.69454396","22.74509811",1092,"0.00301629","0.79796088","13.29934788","-","-","46.93298721","0.00359083",3.21600008,815.59082031,2.29999995,12.86095619,77.59366608,13,"0.93139875",31,3.33586788,18.41669273,7.25860262,"5.42974377",13.77647018,"2.1099999",52.02455139,20.50452805,"14.36399937",15,14.90196133,"-","13.54082966","7.38491821","38.25093079","0.1323964",16.00881195,43,43.15100098,0,-9.71752834,14.30000019,"47"
"9","Sun Feb 04 16:50:26 GMT+05:30 2018","04-Feb-2018 16:50:25.737",77.59367956,12.86116109,4.14,9.648001,813.692016601562,1.3,-0.08683864,0.09539309,0.33359352,0.74433988,"-","11.94117641","11.94117641","13.05339622","0.07570773","0.04159386","221.3019104","0",42,"-","20",1019.75,"0.00301629","0.79796088","13.29934788","-","-","46.93298721","0.00359083",9.64800072,813.6920166,1.29999995,12.86116123,77.59368134,16,"-",31,3.62594342,20.31827354,7.26381588,"4.92157555",13.76658249,"1.94000006",57.39625168,20.51925468,"14.90399933",14,15.29411793,"-","14.21857452","7.03290749","40.16546249","0.15581265",16.03222847,48,48.14699936,0,-9.42745304,14.30000019,"49"
"10","Sun Feb 04 16:50:31 GMT+05:30 2018","04-Feb-2018 16:50:30.736",77.59370705,12.8613011,3.46,10.72,815.8232421875,3,-0.09304764,-0.04933364,0.55788213,0.61297584,"-","11.94736862","11.94736862","13.05339622","0.34321105","0.0586969","221.69274902","0",43,"-","24.70588303",903,"0.00613856","2.29469061","38.24484253","-","-","46.92726517","0.00730781",10.72000027,815.82324219,3,12.86130142,77.59370422,15,"-",31,9.28241539,5.57531691,7.26716614,"17.93582726",13.76023579,"6.38000011",15.74948311,20.52871895,"12.45599937",13,20.7843132,"-","13.75937748","7.26761913","38.86829758","0.16830666",16.0447216,53,53.25600052,0,-3.77098083,14.39999962,"55"
"11","Sun Feb 04 16:50:36 GMT+05:30 2018","04-Feb-2018 16:50:35.737",77.59373934,12.86152648,4.7,10.72,814.5341796875,350.7,0.10630906,0.15335627,0.32059789,0.94727397,"-","12.47619057","12.47619057","13.05339622","0.34321105","0.06369779","221.66598511","0",44,"4.24648857","44.31372452",1248.75,"0.00685111","2.12806201","35.46769714","-","-","46.92596054","0.00815608",10.72000027,814.53417969,350.70001221,12.86152649,77.59374237,14,"5.69463491",31,3.04579258,7.50928068,7.26726294,"13.31657791",13.76005268,"1.97000003",21.21265793,20.5289917,"16.91999817",16,15.29411793,"28.27761841","13.27860165","7.53075695","37.5101738","0.19629611",16.07271194,58,58.18299866,0,-10.00760365,14.39999962,"58"
"12","Sun Feb 04 16:50:41 GMT+05:30 2018","04-Feb-2018 16:50:40.738",77.59372174,12.86166624,3.21,10.72,816.650146484375,350,0.0091507,0.00985055,0.35110456,0.84568405,"-","12.56521702","12.56521702","13.05339622","0.10315608","0.06538795","221.87406921","0",45,"0.84904498","23.92156982",1008.25,"0.00853918","0.85312903","14.21881676","-","-","46.92287064","0.01016569",10.72000027,816.65014648,350,12.86166668,77.59371948,15,"1.13858807",31,5.36639643,13.78702545,7.27706099,"7.25304556",13.74152565,"2.57999992",38.94639969,20.55666924,"11.55599976",13,15.68627453,"-","13.68918991","7.30488205","38.67002869","0.21384847",16.09026337,63,63.1570015,0,-7.6869998,14.39999962,"49"
"13","Sun Feb 04 16:50:46 GMT+05:30 2018","04-Feb-2018 16:50:45.740",77.59371782,12.86179917,2.15,10.72,817.299072265625,301.6,0.14900534,-0.92763478,0.32730958,0.49302092,"-","12.39999962","12.39999962","13.05339622","0.20163687","0.06941978","222.0370636","0",45,"1.06955183","50.58823776",895.75,"0.00934216","2.07715154","34.61919403","-","-","46.92139816","0.01112161",10.72000027,817.29907227,301.6000061,12.86179924,77.59371948,15,"1.43429267",31,6.96181154,5.80111837,7.27945137,"17.2376976",13.73701382,"2.49000001",16.38734055,20.56342125,"7.74000025",11,16.47058868,"-","13.31042862","7.51274967","37.6000824","0.22923805",16.10565376,68,68.16300201,0,-5.5114336,14.30000019,"55"
"14","Sun Feb 04 16:50:51 GMT+05:30 2018","04-Feb-2018 16:50:50.740",77.59366862,12.86181884,0,9.648001,817.10546875,0,0.1233694,-0.2340863,0.43859917,0.90694159,"-","12.75862026","12.75862026","13.05339622","0.34473461","0.08654527","221.9924469","0",46,"3.13833356","22.74509811",1362.75,"0.01241934","2.92285728","48.71429062","-","-","46.91576385","0.01478493",9.64800072,817.10546875,0,12.86181927,77.59366608,20,"4.20857477",31,4.35113192,4.20365047,7.27822781,"23.78835297",13.73932266,"2.16000009",11.87471867,20.55996513,"0",18,23.92156982,"-","12.83112431","7.79338694","36.24611282","0.2502093",16.12662506,73,73.19100189,0,-6.81677341,14.30000019,"73"
"15","Sun Feb 04 16:50:56 GMT+05:30 2018","04-Feb-2018 16:50:55.736",77.59356517,12.86182726,0.59,9.648001,816.1845703125,278.2,-0.05191041,-0.09796266,0.51877236,0.68710774,"-","12.86666679","12.86666679","13.05339622","0.06774325","0.085282","222.15711975","0",47,"-","19.6078434",918.5,"0.01355754","1.17846119","19.64101982","-","-","46.91367722","0.01613994",9.64800072,816.18457031,278.20001221,12.8618269,77.59356689,20,"-",31,9.42745304,13.85414696,7.28778553,"7.21790504",13.72130394,"6.07999992",39.13600922,20.58696556,"2.12399983",16,15.29411793,"-","13.44738102","7.43623734","37.98695374","0.26952696",16.14594269,78,78.23799896,0,-9.42745304,14.30000019,"66"
"16","Sun Feb 04 16:51:01 GMT+05:30 2018","04-Feb-2018 16:51:00.741",77.59316812,12.8619059,4.1,9.648001,817.753173828125,272.7,0.0402788,-0.18161225,0.3367666,0.86697787,"-","13.12121201","13.12121201","13.05339622","0.06195229","0.08852725","222.48356628","0",48,"-","23.92156982",1157.75,"0.01585313","0.77492362","12.91539383","-","-","46.90947342","0.01887277",9.64800072,817.75317383,272.70001221,12.86190605,77.59317017,17,"-",31,3.62594342,18.41669273,7.30094862,"5.42974377",13.69656563,"2.07999992",52.02455139,20.62414742,"14.75999928",12,15.68627453,"-","14.05899048","7.11273813","39.71466064","0.29006279",16.16647911,83,83.21099854,0,-9.42745304,14.30000019,"57"
"17","Sun Feb 04 16:51:06 GMT+05:30 2018","04-Feb-2018 16:51:05.741",77.59304415,12.86194437,4.25,9.648001,817.17236328125,0.9,0.04249767,-0.1345091,0.44567639,0.83238351,"-","13","13","13.05339622","0.06195229","0.09018818","222.6146698","0",48,"2.53976631","65.09803772",1269.5,"0.01625519","1.41122234","23.52037239","-","-","46.90873718","0.01935141",9.64800072,817.17236328,0.89999998,12.8619442,77.59304047,21,"3.40588284",31,6.81677389,8.70937157,7.30150747,"11.48164654",13.69551754,"6.26999998",24.60274315,20.6257267,"15.29999924",16,20.7843132,"-","13.84500599","7.22267103","39.11018372","0.30919179",16.18560791,88,88.21900177,0,-3.62594318,14.39999962,"53"
"18","Sun Feb 04 16:51:11 GMT+05:30 2018","04-Feb-2018 16:51:10.740",77.59282797,12.86192651,3.04,9.648001,817.794677734375,265.8,0.09401538,0.03474524,0.51120675,0.86618465,"-","13.02564144","13.02564144","13.05339622","0.06195229","0.09018818","222.6146698","0",50,"-","78.4313736",834,"0.01625519","1.41122234","23.52037239","-","-","46.90873718","0.01935141",9.64800072,817.79467773,265.79998779,12.86192608,77.59282684,21,"-",31,4.20609426,25.00822639,7.30853128,"3.9986012",13.68235588,"2.07999992",70.64470673,20.64556885,"10.94399929",9,23.13725471,"-","14.27436066","7.00542212","40.32305145","0.32601246",16.20242882,93,93.23300171,0,-9.57249069,14.39999962,"50"
"19","Sun Feb 04 16:51:16 GMT+05:30 2018","04-Feb-2018 16:51:15.740",77.59263423,12.86191082,4.84,9.648001,815.207641601562,261,0.0151174,-0.13267991,0.39320543,0.82603735,"-","13.04878044","13.04878044","13.05339622","0.11868247","0.09202518","222.78657532","0",50,"4.55461216","70.19608307",1203,"0.01917128","2.47931337","41.32189178","-","-","46.90339661","0.02282295",9.64800072,815.2076416,261,12.86191082,77.59263611,21,"6.10783529",31,5.07632065,5.16263008,7.30656815,"19.36956787",13.68603134,"2.3599999",14.58370113,20.64002228,"17.42399979",16,20.7843132,"29.58803749","13.59992695","7.35282755","38.41787338","0.34759912",16.22401428,98,98.16300201,0,-2.46564102,14.19999981,"54"
"20","Sun Feb 04 16:51:21 GMT+05:30 2018","04-Feb-2018 16:51:20.740",77.59246879,12.86192518,2.63,9.648001,815.585205078125,279.8,-0.03437035,-0.06117048,0.43805012,0.75800586,"-","13.04444408","13.04444408","13.05339622","0.08215784","0.09135181","222.93606567","0",51,"0.8280642","44.31372452",651.75,"0.02000327","0.78337091","13.05618191","-","-","46.90187454","0.02381342",9.64800072,815.58520508,279.79998779,12.86192513,77.59246826,21,"1.11045241",31,8.26715088,18.15484238,7.31685305,"5.50805759",13.66679382,"3.16000009",51.28486633,20.66907692,"9.46800041",11,20.7843132,"12.13235283","14.04602051","7.11930609","39.67802429","0.36341995",16.23983574,103,103.19400024,0,-9.42745304,14.19999981,"52"
"21","Sun Feb 04 16:51:26 GMT+05:30 2018","04-Feb-2018 16:51:25.740",77.59232321,12.86191785,2.29,9.648001,815.33740234375,266.8,0.01561431,-0.10601514,0.40443099,0.82518345,"-","13.02173901","13.02173901","13.05339622","0.26638186","0.09823439","223.02331543","0",52,"1.21149111","72.15686035",892,"0.02239137","0.90153724","15.02562046","-","-","46.89749908","0.02665639",9.64800072,815.33740234,266.79998779,12.8619175,77.5923233,23,"1.62463641",31,4.06105661,14.27579594,7.31885767,"7.00471783",13.66305065,"1.74000001",40.32710648,20.67473793,"8.24399948",3,14.90196133,"12.560956","13.78373432","7.25477695","38.93710327","0.37777424",16.25419044,108,108.2009964,0,-7.6869998,14.30000019,"60"
"22","Sun Feb 04 16:51:31 GMT+05:30 2018","04-Feb-2018 16:51:30.740",77.5922537,12.86192379,1.99,9.648001,817.103515625,232.3,0.16069569,-0.13505816,0.52694774,0.92488039,"-","12.55102062","12.55102062","13.05339622","0.26610222","0.10162855","222.98750305","0",53,"0.82273227","30.58823586",1404.75,"0.02433502","1.31291986","21.88199615","-","-","46.89393997","0.02897026",9.64800072,817.10351562,232.30000305,12.86192417,77.59225464,21,"1.10330212",31,5.07632065,7.47594023,7.31554651,"13.37596607",13.66923428,"3.66000009",21.11847496,20.6653862,"7.16400003",10,19.6078434,"5.5927","12.99025726","7.69791651","36.69564438","0.38719526",16.26361084,113,113.18299866,0,-7.97707558,14.10000038,"52"
"23","Sun Feb 04 16:51:36 GMT+05:30 2018","04-Feb-2018 16:51:35.740",77.59221304,12.8618169,2.65,10.72,815.98583984375,182.1,0.24798229,-0.23256043,0.71090555,0.8984614,"-","12.5","12.5","13.05339622","0.26610222","0.10194881","222.98774719","0",54,"1.85233378","18.8235302",982.75,"0.02452802","0.63871562","10.64525986","-","-","46.89358521","0.02920002",10.72000027,815.98583984,182.1000061,12.86181736,77.59221649,16,"2.48402047",31,7.25188684,15.72525311,7.31886911,"6.35906553",13.66302872,"2.19000006",44.42161942,20.67477226,"9.53999996",12,15.29411793,"5.5927","13.06622982","7.65315819","36.91025162","0.40199581",16.27841187,118,118.2460022,0,-9.42745304,14.30000019,"47"
"24","Sun Feb 04 16:51:41 GMT+05:30 2018","04-Feb-2018 16:51:40.740",77.59220356,12.86164646,1.13,10.72,815.0146484375,175.1,0.21542837,-0.11620478,0.25537395,1.08217502,"-","12.56363678","12.56363678","13.05339622","0.03098533","0.09573293","223.1169281","0",54,"5.14948177","23.52941132",939.25,"0.0250106","0.23677297","3.94621611","-","-","46.89270401","0.02977453",10.72000027,815.01464844,175.1000061,12.86164665,77.59220123,15,"6.90556908",31,3.62594342,17.60917091,7.32398462,"5.67874098",13.65348625,"2.01999998",49.74341965,20.68922234,"4.06799984",11,21.96078491,"-","13.10472488","7.63067675","37.01899719","0.42261481",16.2990303,123,123.21299744,0,-9.42745304,14.30000019,"48"
"25","Sun Feb 04 16:51:46 GMT+05:30 2018","04-Feb-2018 16:51:45.740",77.5922016,12.86161136,1.12,10.72,814.951293945312,174.8,0.02435728,-0.04097475,0.49820957,0.79369992,"-","12.48214245","12.48214245","13.05339622","0.03098533","0.09926713","223.23153687","0",55,"3.44301796","82.35294342",1312.25,"0.02606756","3.49524927","58.25415802","-","-","46.89076614","0.03103282",10.72000027,814.95129395,174.80000305,12.86161137,77.59220123,16,"4.61716318",31,11.16790581,3.23635864,7.32237148,"30.898283",13.65649414,"6.96999979",9.14225578,20.68466568,"4.03200006",17,23.13725471,"-","12.85169029","7.78091621","36.30420685","0.44060332",16.31701851,128,128.2539978,0,-7.54196215,14.19999981,"79"
"26","Sun Feb 04 16:51:51 GMT+05:30 2018","04-Feb-2018 16:51:50.739",77.59219723,12.86131415,3.21,10.72,817.2802734375,178.9,-0.00540632,-0.04561149,0.35873085,0.82616025,"-","12.60317421","12.60317421","13.05339622","0.14297427","0.0980323","223.375","0",57,"-","17.25490189",887,"0.027005","0.67127526","11.18792152","-","-","46.88904953","0.03214881",10.72000027,817.28027344,178.8999939,12.86131382,77.5921936,18,"-",32,3.62594342,25.84183311,7.32896042,"3.86961389",13.64421654,"1.86000001",72.99953461,20.70327759,"11.55599976",7,14.50980377,"-","13.13102531","7.61539316","37.09329224","0.45967954",16.33609581,133,133.24099731,0,-9.86256599,14.30000019,"62"
"27","Sun Feb 04 16:51:56 GMT+05:30 2018","04-Feb-2018 16:51:55.740",77.59218674,12.8611121,3.46,10.72,818.435791015625,200.8,-0.008921,-0.0689803,0.52194387,0.7392754,"-","12.515625","12.515625","13.05339622","0.28151494","0.1065276","223.28765869","0",57,"5.97292948","87.45098114",1212,"0.03056531","1.96403396","32.73389816","-","-","46.88253021","0.03638728",10.72000027,818.43579102,200.80000305,12.86111164,77.59218597,14,"8.00983047",31,10.00760365,3.79274416,7.32572031,"26.36558533",13.65025043,"6.19000006",10.71396637,20.69412613,"12.45599937",16,23.13725471,"-","12.65902996","7.89933491","35.75997162","0.47480631",16.35122299,138,138.2539978,0,-0.72518826,13.80000019,"71"
"28","Sun Feb 04 16:52:01 GMT+05:30 2018","04-Feb-2018 16:52:00.740",77.59221022,12.86107266,3.84,11.792,819.947998046875,357.1,0.08454344,-0.12828581,0.3272489,0.92561305,"-","12.60294151","12.60294151","13.05339622","0.17682181","0.10763813","223.23382568","0",57,"-","23.13725471",1089.5,"0.03187037","1.46723688","24.45394897","-","-","46.8801384","0.03794092",11.79199982,819.94799805,357.1000061,12.86107254,77.59220886,16,"-",32,3.62594342,10.80965519,7.32709312,"9.25079632",13.64769363,"1.74000001",30.53574944,20.69800377,"13.8239994",11,18.03921509,"-","12.61602116","7.92626429","35.63847733","0.49440312",16.37081909,143,143.23599243,0,-9.42745304,14.30000019,"67"
"29","Sun Feb 04 16:52:06 GMT+05:30 2018","04-Feb-2018 16:52:05.742",77.59220106,12.86091974,3.08,10.72,818.23095703125,311.5,0.00512241,0.02119898,0.27605808,0.86587977,"-","12.44285679","12.44285679","13.05339622","0.06242124","0.10600153","223.39587402","0",58,"1.76318872","81.5686264",1088.75,"0.03295268","1.78531229","29.75520325","-","-","46.87815857","0.03922939",10.72000027,818.23095703,311.5,12.86091995,77.59220123,17,"2.36447501",32,10.73279285,3.94102025,7.33001375,"25.37361336",13.64225578,"3.66000009",11.13282585,20.70625305,"11.08799934",15,23.13725471,"-","12.54580784","7.97062445","35.44013596","0.50893867",16.385355,148,148.10299683,0,-1.88549042,14.19999981,"56"
"30","Sun Feb 04 16:52:11 GMT+05:30 2018","04-Feb-2018 16:52:10.742",77.5922692,12.86079304,3.22,10.72,817.26171875,284.1,0.14189516,-0.31389242,0.30131674,0.95532644,"-","12.51351357","12.51351357","13.05339622","0.05968902","0.10466909","223.69036865","0",59,"-","18.8235302",940.5,"0.03416423","0.6050579","10.08429813","-","-","46.87593842","0.04067171",10.72000027,817.26171875,284.1000061,12.86079311,77.5922699,20,"-",32,3.33586788,22.51298904,7.34732676,"4.44178772",13.61010933,"1.58000004",63.59601212,20.75515938,"11.59200001",12,14.11764717,"-","13.13704395","7.61190414","37.11029434","0.52793354",16.40434837,153,153.24499512,0,-9.71752834,14.30000019,"50"
"31","Sun Feb 04 16:52:16 GMT+05:30 2018","04-Feb-2018 16:52:15.740",77.59236803,12.86069196,2.19,9.648001,819.444580078125,262,0.01983257,-0.06190309,0.33060396,0.86240184,"-","12.49333286","12.49333286","13.05339622","0.08656089","0.10446084","224.02255249","0",59,"0.8539505","22.35294151",1028,"0.03449294","0.58882964","9.81382751","-","-","46.87533569","0.04106302",9.64800072,819.44458008,262,12.86069202,77.59236908,16,"1.14516652",32,7.97707558,18.69449425,7.35681343,"5.3490572",13.59255886,"3.19000006",52.80930328,20.78195763,"7.88399982",13,14.50980377,"-","13.3883276","7.46903753","37.82013321","0.54201466",16.41843033,158,157.93499756,0,-8.84730148,14.30000019,"48"
"32","Sun Feb 04 16:52:21 GMT+05:30 2018","04-Feb-2018 16:52:20.740",77.59248394,12.8606828,2.28,9.648001,820.672119140625,261.8,0.17713469,-0.02962631,0.23798421,1.05203545,"-","12.50617313","12.50617313","13.05339622","0.21077377","0.10721081","224.14213562","0",60,"-","23.52941132",988,"0.03634101","1.95950115","32.6583519","-","-","46.87195206","0.04326311",9.64800072,820.67211914,261.79998779,12.86068249,77.59248352,20,"-",33,3.77098107,8.03075886,7.35707808,"12.4518652",13.59206963,"1.88",22.68575859,20.78270531,"8.20799923",11,18.03921509,"-","13.28327751","7.52810621","37.52338028","0.56111616",16.43753242,163,163.24899292,0,-7.3969245,14.30000019,"54"
"33","Sun Feb 04 16:52:26 GMT+05:30 2018","04-Feb-2018 16:52:25.741",77.59270207,12.86066704,3.47,9.648001,815.5126953125,71.1,0.01609918,-0.32377562,0.39686537,0.77716571,"-","12.48780441","12.48780441","13.05339622","0.21908832","0.11032109","224.11364746","0",60,"-","61.56863022",876,"0.03860888","0.6493848","10.82307911","-","-","46.86779785","0.04596296",9.64800072,815.51269531,71.09999847,12.86066723,77.59270477,16,"-",33,4.35113192,17.29777908,7.36043119,"5.78096867",13.58587837,"1.74000001",48.86378098,20.79217911,"12.49199963",11,13.72549057,"-","13.22084808","7.56365395","37.34702682","0.57653528",16.45295143,168,168.08299255,0,-7.25188684,14.10000038,"53"
"34","Sun Feb 04 16:52:31 GMT+05:30 2018","04-Feb-2018 16:52:30.739",77.59281764,12.86073566,2.18,9.648001,814.52392578125,330.3,-0.07089793,-0.5308581,0.20216884,0.63481879,"-","12.4069767","12.4069767","13.05339622","0.07890239","0.10837603","224.51568604","0",61,"-","23.52941132",771.5,"0.03969166","0.58471477","9.74524689","-","-","46.86581421","0.04725198",9.64800072,814.52392578,330.29998779,12.86073589,77.59281921,20,"-",33,4.06105661,17.31768417,7.37393808,"5.77432394",13.56099319,"1.58000004",48.92000961,20.83033371,"7.84800005",10,14.11764717,"-","13.52218151","7.3951025","38.19825363","0.58940768",16.46582413,173,173.23100281,0,-8.99234009,14.30000019,"49"
"35","Sun Feb 04 16:52:36 GMT+05:30 2018","04-Feb-2018 16:52:35.740",77.59278737,12.8608647,2.73,9.648001,814.720458984375,326.6,0.16382615,-0.68693322,0.24365842,0.80681843,"-","12.35227299","12.35227299","13.05339622","0.07890239","0.10835288","224.63287354","0",61,"-","23.52941132",665.75,"0.03987544","0.58909184","9.81819725","-","-","46.86547852","0.04747077",9.64800072,814.72045898,326.6000061,12.86086464,77.5927887,17,"-",33,11.74805641,16.7864666,7.37762642,"5.95705557",13.55421352,"3.94000006",47.41939926,20.84075165,"9.82800007",12,15.68627453,"-","13.57944965","7.36391544","38.36002731","0.60337484",16.47979164,178,178.07499695,0,-8.99234009,14.19999981,"49"
"36","Sun Feb 04 16:52:41 GMT+05:30 2018","04-Feb-2018 16:52:40.740",77.59286536,12.86106205,5.27,10.72,813.384765625,344.8,-0.19607857,0.29545897,0.54763186,0.40857807,"-","12.52173901","12.52173901","13.05339622","0.23308539","0.11144555","224.71104431","0",62,"5.3788228","20.3921566",1459.75,"0.04228122","2.36208391","39.3680687","-","-","46.86107254","0.05033479",10.72000027,813.38476562,344.79998779,12.86106205,77.59286499,16,"7.21312046",33,3.19083023,6.23752451,7.3767519,"16.03166771",13.55582047,"2.07999992",17.62012672,20.83828163,"18.97200012",20,18.4313736,"37.31216812","13.33136845","7.50094938","37.65923309","0.62470382",16.50111961,183,183.05700684,0,-3.77098083,14.30000019,"59"
