"","GPS.Time","Device.Time","Longitude","Latitude","GPS.Speed..Meters.second.","Horizontal.Dilution.of.Precision","Altitude","Bearing","Acceleration.Sensor.Total..g.","Acceleration.Sensor.X.axis..g.","Acceleration.Sensor.Y.axis..g.","Acceleration.Sensor.Z.axis..g.","Ambient.air.temp..C.","Average.trip.speed.whilst.moving.only..km.h.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Barometric.pressure..from.vehicle..psi.","Cost.per.mile.km..Instant....km.","Cost.per.mile.km..Trip....km.","Distance.to.empty..Estimated..km.","Distance.travelled.with.MIL.CEL.lit.km.","Engine.Coolant.Temperature..C.","Engine.kW..At.the.wheels..kW.","Engine.Load...","Engine.RPM.rpm.","Fuel.cost..trip..cost.","Fuel.flow.rate.hour.l.hr.","Fuel.flow.rate.minute.cc.min.","Fuel.Level..From.Engine.ECU....","Fuel.Rail.Pressure.psi.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","GPS.Accuracy.m.","GPS.Altitude.m.","GPS.Bearing...","GPS.Latitude...","GPS.Longitude...","GPS.Satellites","Horsepower..At.the.wheels..hp.","Intake.Air.Temperature..C.","Intake.Manifold.Pressure.psi.","Kilometers.Per.Litre.Instant..kpl.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km.","Mass.Air.Flow.Rate.g.s.","Miles.Per.Gallon.Instant..mpg.","Miles.Per.Gallon.Long.Term.Average..mpg.","Speed..GPS..km.h.","Speed..OBD..km.h.","Throttle.Position.Manifold....","Torque.Nm.","Trip.average.KPL.kpl.","Trip.average.Litres.100.KM.l.100km.","Trip.average.MPG.mpg.","Trip.Distance.km.","Trip.distance..stored.in.vehicle.profile..km.","Trip.Time.Since.journey.start..s.","Trip.time.whilst.moving..s.","Trip.time.whilst.stationary..s.","Turbo.Boost...Vacuum.Gauge.psi.","Voltage..OBD.Adapter..V.","Volumetric.Efficiency..Calculated...."
"1479","Sun Feb 04 15:12:20 GMT+05:30 2018","04-Feb-2018 15:12:19.179",77.59222792,12.86109264,0,9.648001,807.4716796875,0,2.547e-05,0.04261573,0.80657709,0.48905456,NA,"7.62264156","5.71024752","13.05339622","0.46172896","0.57681274","250.77891541","0",78,"3.41185808","21.56862831",1876.75,"0.1658047","2.83060288","47.17671585","-","-","48.97264862","0.19738656",9.64800072,807.47167969,0,12.86109257,77.59222412,24,"4.57537699",27,4.35113192,4.59258127,7.87514305,"21.77379417",12.69791794,"-",12.97339344,22.24616814,"0",13,5.88235283,"16.60346222","2.73058915","36.62137222","7.71352863","0.46760428",4.26381636,290,223.27900696,66.90699768,-8.70226479,14.10000038,"-"
"1480","Sun Feb 04 15:12:21 GMT+05:30 2018","04-Feb-2018 15:12:20.178",77.5922457,12.8610611,1.4,9.648001,807.443115234375,140.2,0.03245178,-0.36172816,0.81621766,0.41785157,NA,"7.64788723","5.73591566","13.05339622","0.19021712","0.57037324","250.60835266","0",78,"3.41185808","20.3921566",2109.25,"0.1667309","2.73871374","45.64522934","-","-","48.97095108","0.19848917",9.64800072,807.44311523,140.19999695,12.8610611,77.59224701,22,"4.57537699",27,3.91601896,4.7466712,7.87020159,"21.06695747",12.70589066,"-",13.40867615,22.23220634,"5.03999996",13,5.88235283,"16.60346222","2.74733138","36.39820099","7.76082277","0.47044262",4.26665497,291,224.30700684,66.90699768,-9.13737679,14.10000038,"-"
"1481","Sun Feb 04 15:12:22 GMT+05:30 2018","04-Feb-2018 15:12:21.177",77.59228473,12.86101991,2.56,9.648001,808.26416015625,136.1,-0.0011717,-0.14427255,0.77564263,0.51199722,NA,"7.67289734","5.76140356","13.05339622","0.19021712","0.57037324","250.60835266","0",78,"3.41185808","20",2109.25,"0.1667309","2.73871374","45.64522934","-","-","48.97095108","0.19848917",9.64800072,808.26416016,136.1000061,12.86102009,77.59228516,21,"4.57537699",27,3.91601896,4.7466712,7.87020159,"21.06695747",12.70589066,"-",13.40867615,22.23220634,"9.2159996",13,5.88235283,"16.60346222","2.74733138","36.39820099","7.76082277","0.4731293",4.26934147,292,225.3480072,66.90699768,-9.13737679,14.10000038,"-"
"1482","Sun Feb 04 15:12:23 GMT+05:30 2018","04-Feb-2018 15:12:22.178",77.59231159,12.86099265,3.08,9.648001,808.522094726562,128.8,0.00196749,0.03187703,0.69388288,0.62163961,NA,"7.69767427","5.78671312","13.05339622","0.29310861","0.56991851","250.42243958","0",78,"-","20.3921566",2108.75,"0.16807258","2.73774004","45.62900162","-","-","48.96849442","0.20008643",9.64800072,808.52209473,128.80000305,12.86099243,77.59230804,15,"-",27,3.91601896,4.74835968,7.8647666,"21.05946732",12.71467113,"-",13.41344452,22.2168541,"11.08799934",13,5.88235283,"-","2.76172304","36.20852661","7.80147791","0.47780931",4.27402163,293,226.28300476,66.90699768,-9.13737679,13.89999962,"-"
"1483","Sun Feb 04 15:12:24 GMT+05:30 2018","04-Feb-2018 15:12:23.178",77.59237337,12.86095135,2.74,9.648001,809.597900390625,111.7,0.13079235,-0.17923398,0.88772553,0.57648849,NA,"7.71759272","5.80836248","13.05339622","0.29310861","0.56451774","250.33085632","0",78,"-","20.3921566",2090.5,"0.16862515","2.73774004","45.62900162","-","-","48.96748352","0.20074424",9.64800072,809.59790039,111.69999695,12.86095142,77.59237671,22,"-",27,3.91601896,4.38310099,7.86173868,"22.81442261",12.7195673,"-",12.38164139,22.20830154,"9.86399937",12,5.88235283,"-","2.76753449","36.13249207","7.81789398","0.48072252",4.27693462,294,227.2749939,66.90699768,-9.13737679,13.89999962,"-"
"1484","Sun Feb 04 15:12:25 GMT+05:30 2018","04-Feb-2018 15:12:24.177",77.59240124,12.86093496,0,9.648001,810.351318359375,0,0.14807869,-0.10107353,0.95276588,0.53182739,NA,"7.72350216","5.81944466","13.05339622","0.29310861","0.56451774","250.33085632","0",78,"-","20.3921566",2090.5,"0.16862515","2.73774004","45.62900162","-","-","48.96748352","0.20074424",9.64800072,810.35131836,0,12.86093521,77.5923996,22,"-",27,3.91601896,4.38310099,7.86173868,"22.81442261",12.7195673,"-",12.38164139,22.20830154,"0",9,5.88235283,"-","2.76753449","36.13249207","7.81789398","0.48316959",4.27938175,295,228.30099487,66.90699768,-9.13737679,14.10000038,"-"
"1485","Sun Feb 04 15:12:26 GMT+05:30 2018","04-Feb-2018 15:12:25.179",77.59238448,12.86093199,0.68,9.648001,810.410400390625,93.2,-0.19386414,-0.15690266,0.6980328,0.27086788,NA,"7.72477055","5.82698965","13.05339622","0.40850976","0.56435019","250.09671021","0",78,"-","20.3921566",1978.25,"0.16991548","2.54851627","42.47527313","-","-","48.96511841","0.20228034",9.64800072,810.41040039,93.19999695,12.86093235,77.59238434,23,"-",27,3.77098107,3.13902688,7.85369349,"31.85634422",12.7325983,"-",8.86730766,22.18557358,"2.44799995",8,5.88235283,"-","2.77080846","36.08979797","7.82714272","0.48614457",4.28235674,296,229.36300659,66.90699768,-9.28241539,14.10000038,"-"
"1486","Sun Feb 04 15:12:27 GMT+05:30 2018","04-Feb-2018 15:12:26.178",77.59240238,12.86091763,1.19,9.648001,810.896240234375,96.3,0.14336449,0.00460408,0.66099638,0.83244419,NA,"7.71818161","5.83505154","13.05339622","0.30968964","0.56190336","249.96240234","0",78,"-","19.2156868",1794,"0.17033523","2.28294659","38.04911041","-","-","48.96435165","0.20278005",9.64800072,810.89624023,96.30000305,12.86091805,77.5923996,23,"-",27,3.48090577,3.06615925,7.84954119,"32.61341095",12.73933315,"-",8.66146755,22.17384529,"4.28399992",7,5.88235283,"-","2.77185583","36.07616425","7.83010101","0.4893893",4.28560162,297,230.27799988,66.90699768,-9.57249069,14.10000038,"-"
"1487","Sun Feb 04 15:12:28 GMT+05:30 2018","04-Feb-2018 15:12:27.182",77.59242793,12.86090122,1.41,9.648001,810.802978515625,101.7,0.08282213,-0.0960106,0.82152474,0.59827077,NA,"7.71818161","5.83505154","13.05339622","0.30968964","0.56320608","249.82156372","0",79,"-","18.8235302",1794,"0.17126636","3.10547686","51.75794601","-","-","48.96264648","0.20388854",9.64800072,810.80297852,101.69999695,12.86090088,77.59243011,23,"-",27,5.22135878,2.2540431,7.84469223,"44.36380386",12.74720764,"-",6.36735296,22.16014862,"5.07599974",7,5.88235283,"-","2.77002597","36.09999084","7.82493258","0.4893893",4.28560162,298,231.30799866,66.90699768,-7.83203745,14.10000038,"-"
"1488","Sun Feb 04 15:12:29 GMT+05:30 2018","04-Feb-2018 15:12:28.186",77.59244159,12.86089062,1.67,9.648001,811.546875,103.3,0.03626617,0.00557933,0.77332348,0.5892415,NA,"7.72398186","5.84589052","13.05339622","0.30968964","0.56320608","249.82156372","0",79,"1.5015012","30.19607925",1421.5,"0.17126636","3.10547686","51.75794601","-","-","48.96264648","0.20388854",9.64800072,811.546875,103.30000305,12.86089039,77.59244537,23,"2.01354623",27,5.22135878,2.2540431,7.84469223,"44.36380386",12.74720764,"-",6.36735296,22.16014862,"6.01199961",9,10.58823586,"10.0865078","2.77002597","36.09999084","7.82493258","0.49226707",4.28847933,299,232.31100464,66.90699768,-7.83203745,14.10000038,"-"
"1489","Sun Feb 04 15:12:30 GMT+05:30 2018","04-Feb-2018 15:12:29.183",77.59246189,12.86088582,1.48,9.648001,812.482177734375,103.5,-0.06653514,-0.06403869,0.69205219,0.52267522,NA,"7.73873854","5.86348104","13.05339622","0.64134175","0.56261498","249.65953064","0",79,"1.50414181","21.17647171",1705,"0.17209266","2.25561094","37.59351349","-","-","48.96113205","0.20487224",9.64800072,812.48217773,103.5,12.86088562,77.59246063,24,"2.01708746",27,4.78624535,3.9899807,7.84135485,"25.06225586",12.75263309,"-",11.27113247,22.1507206,"5.32800007",11,10.58823586,"8.42415714","2.77432179","36.0440979","7.83706713","0.4966504",4.29286242,300,233.28799438,66.90699768,-8.26715088,14.10000038,"-"
"1490","Sun Feb 04 15:12:31 GMT+05:30 2018","04-Feb-2018 15:12:30.179",77.59246893,12.86086226,1.5,9.648001,813.578369140625,109.2,0.08790957,-0.09454538,0.73329914,0.69754159,NA,"7.73873854","5.86348104","13.05339622","0.64134175","0.56012481","249.54618835","0",79,"1.50414181","21.17647171",1579,"0.17285657","2.37752843","39.62547302","-","-","48.95973206","0.20578164",9.64800072,813.57836914,109.19999695,12.86086273,77.59246826,25,"2.01708746",27,4.20609426,4.62657261,7.83857393,"21.61382103",12.75715733,"-",13.06941509,22.14286423,"5.39999962",11,7.45098066,"8.42415714","2.78082085","35.95985794","7.85542583","0.4966504",4.29286242,301,234.3730011,66.90699768,-8.84730148,14.10000038,"-"
"1491","Sun Feb 04 15:12:32 GMT+05:30 2018","04-Feb-2018 15:12:31.183",77.59248272,12.86084422,1.53,9.648001,814.38818359375,111.8,0.03356644,-0.14677368,0.74336588,0.60242069,NA,"7.76785707","5.89830494","13.05339622","0.23790681","0.56012481","249.45310974","0",79,"1.50414181","24.31372643",1661.25,"0.17334637","2.73330426","45.55507278","-","-","48.9588356","0.20636475",9.64800072,814.38818359,111.80000305,12.86084461,77.59248352,25,"2.01708746",27,5.22135878,4.02436304,7.83527708,"24.84813499",12.7625246,"-",11.36825752,22.13355255,"5.5079999",11,9.8039217,"8.42415714","2.78516889","35.90371704","7.86770868","0.50314039",4.29935265,302,235.27900696,66.90699768,-7.83203745,14.10000038,"-"
"1492","Sun Feb 04 15:12:33 GMT+05:30 2018","04-Feb-2018 15:12:32.185",77.59250212,12.86083652,1.57,9.648001,815.3271484375,112,0.03841306,-0.0794748,0.64525545,0.70925552,NA,"7.78666687","5.91891909","13.05339622","0.23790681","0.5560385","249.34361267","0",79,"0.80117166","19.2156868",1771.5,"0.17383784","2.55616164","42.60269547","-","-","48.95793533","0.20694983",9.64800072,815.32714844,112,12.86083698,77.59249878,25,"1.07438886",27,4.6412077,4.30325222,7.83222723,"23.23775482",12.76749516,"-",12.15608025,22.12493515,"5.65199995",12,10.98039246,"4.31863451","2.79045844","35.83566284","7.88265085","0.50580138",4.3020134,303,236.3769989,66.90699768,-8.41218853,14,"-"
"1493","Sun Feb 04 15:12:34 GMT+05:30 2018","04-Feb-2018 15:12:33.183",77.59252474,12.86080612,1.62,9.648001,815.8505859375,115,0.01876377,-0.05311645,0.75843644,0.57758665,NA,"7.78666687","5.91891909","13.05339622","0.23790681","0.5560385","249.34361267","0",80,"0.80117166","19.2156868",1771.5,"0.17383784","2.55616164","42.60269547","-","-","48.95793533","0.20694983",9.64800072,815.85058594,115,12.86080647,77.59252167,23,"1.07438886",27,4.6412077,4.30325222,7.83222723,"23.23775482",12.76749516,"-",12.15608025,22.12493515,"5.83199978",12,5.88235283,"4.31863451","2.79045844","35.83566284","7.88265085","0.50580138",4.3020134,304,237.27000427,66.90699768,-8.41218853,13.89999962,"-"
"1494","Sun Feb 04 15:12:35 GMT+05:30 2018","04-Feb-2018 15:12:34.182",77.59255797,12.86076127,1.54,9.648001,814.9794921875,114.8,0.04236463,-0.48991755,0.84214824,0.26952556,NA,"7.79203558","5.92929316","13.05339622","0.46026292","0.55614793","249.23764038","0",80,"0.80117166","22.35294151",1813.5,"0.17479163","2.64062166","44.01036453","-","-","48.9561882","0.2080853",9.64800072,814.97949219,114.80000305,12.86076164,77.59255981,23,"1.07438886",27,4.49617004,4.54430532,7.82939053,"22.00510597",12.77212048,"-",12.83702087,22.11692238,"5.54399967",9,5.88235283,"4.31863451","2.79654813","35.75762558","7.89985323","0.51028723",4.30649948,305,238.30599976,66.90699768,-8.55722618,14.10000038,"-"
"1495","Sun Feb 04 15:12:36 GMT+05:30 2018","04-Feb-2018 15:12:35.183",77.59258278,12.86072898,1.67,9.648001,814.879638671875,126.9,0.21381316,-0.10436949,0.71450639,0.87515324,NA,"7.78414106","5.92953014","13.05339622","0.46026292","0.55300915","249.14221191","0",80,"0.80117166","18.03921509",1858.5,"0.17534657","2.26722312","37.78705215","-","-","48.95517349","0.20874594",9.64800072,814.87963867,126.90000153,12.86072922,77.5925827,23,"1.07438886",27,3.77098107,3.96954465,7.82606268,"25.19128227",12.77755165,"-",11.21340275,22.10752296,"6.01199961",6,5.88235283,"4.31863451","2.80060697","35.70580292","7.91131878","0.51249349",4.30870581,306,239.272995,66.90699768,-9.28241539,14,"-"
"1496","Sun Feb 04 15:12:37 GMT+05:30 2018","04-Feb-2018 15:12:36.182",77.59259584,12.86071155,1.7,9.648001,814.917114257812,130.5,-0.13025187,-0.20504172,0.56056684,0.53219295,NA,"7.77192974","5.92642164","13.05339622","0.24790582","0.55198193","248.88990784","0",80,"-","17.25490189",1602.5,"0.1762691","2.08048773","34.67479706","-","-","48.95348358","0.20984419",9.64800072,814.91711426,130.5,12.8607111,77.59259796,23,"-",27,3.91601896,2.40324092,7.81706858,"41.60961151",12.79225349,"-",6.78881598,22.08211517,"6.11999989",5,5.88235283,"-","2.79923058","35.72335815","7.90743113","0.51392657",4.3101387,307,240.31500244,66.90699768,-9.13737679,14.10000038,"-"
"1497","Sun Feb 04 15:12:38 GMT+05:30 2018","04-Feb-2018 15:12:37.183",77.59262582,12.86067386,1.75,9.648001,815.9072265625,137.2,0.08998165,-0.2542198,0.92140526,0.42309958,NA,"7.75545835","5.92000008","13.05339622","0.24790582","0.55198193","248.88990784","0",80,"-","21.17647171",1271,"0.1762691","2.08048773","34.67479706","-","-","48.95348358","0.20984419",9.64800072,815.90722656,137.19999695,12.8606739,77.59262848,23,"-",27,3.91601896,2.40324092,7.81706858,"41.60961151",12.79225349,"-",6.78881598,22.08211517,"6.29999971",4,5.88235283,"-","2.79923058","35.72335815","7.90743113","0.51506531",4.31127739,308,241.28500366,66.90699768,-9.13737679,14,"-"
"1498","Sun Feb 04 15:12:39 GMT+05:30 2018","04-Feb-2018 15:12:38.179",77.5926421,12.86065713,1.79,9.648001,816.235107421875,135.1,0.01060853,-0.29229367,0.88076961,0.29930121,NA,"7.7478261","5.92026567","13.05339622","0.6156379","0.55244011","248.73652649","0",80,"1.11749673","30.98039246",907.75,"0.17680632","2.07791519","34.63191986","-","-","48.95249939","0.21048373",9.64800072,816.23510742,135.1000061,12.86065674,77.59264374,22,"1.49858773",27,4.931283,1.92497289,7.81200218,"51.94770432",12.80054951,"-",5.43777657,22.06780243,"6.44399977",6,11.76470566,"11.75552368","2.79623652","35.76160812","7.89897346","0.51667643",4.31288862,309,242.27400208,66.90699768,-8.12211323,14.10000038,"-"
"1499","Sun Feb 04 15:12:40 GMT+05:30 2018","04-Feb-2018 15:12:39.185",77.59268409,12.86066641,1.85,9.648001,814.7841796875,102.4,0.03288481,-0.31566092,0.94800782,0.16031089,NA,"7.74891758","5.92715216","13.05339622","0.95650947","0.55514407","248.3873291","0",80,"1.11749673","80",1400.5,"0.1788687","5.4547081","90.91179657","-","-","48.94872284","0.21293895",9.64800072,814.78417969,102.40000153,12.86066628,77.59268188,23,"1.49858773",27,11.74805641,1.46659756,7.80125475,"68.18361664",12.8181839,"-",4.14293098,22.03744316,"6.65999985",8,27.84313774,"11.75552368","2.78776908","35.87023163","7.87505388","0.51853532",4.31474733,310,243.36500549,66.90699768,-1.30533981,14.10000038,"-"
"1500","Sun Feb 04 15:12:41 GMT+05:30 2018","04-Feb-2018 15:12:40.183",77.59273366,12.8605838,1.6,9.648001,812.1494140625,130.5,0.06573526,-0.00186496,0.71816629,0.68692422,NA,"7.79310322","5.96699667","13.05339622","0.95650947","0.55514407","248.3873291","0",80,"12.1972456","74.50980377",2544.25,"0.1788687","5.4547081","90.91179657","-","-","48.94872284","0.21293895",9.64800072,812.14941406,130.5,12.86058426,77.59273529,22,"16.35677528",27,11.74805641,1.46659756,7.80125475,"68.18361664",12.8181839,"-",4.14293098,22.03744316,"5.75999975",18,29.80392265,"45.778759","2.78776908","35.87023163","7.87505388","0.52198392",4.3181963,311,244.28100586,66.90699768,-1.30533981,14.10000038,"-"
"1501","Sun Feb 04 15:12:42 GMT+05:30 2018","04-Feb-2018 15:12:41.184",77.59274247,12.86058052,0,9.648001,812.186279296875,0,0.17726927,-0.15525545,0.71407861,0.82249874,NA,"7.8669529","6.02960539","13.05339622","0.26960617","0.55415374","248.12472534","0",80,"18.17723083","18.4313736",3611.75,"0.18048595","3.47336984","57.88949966","-","-","48.94575882","0.21486424",9.64800072,812.1862793,0,12.86058044,77.59274292,23,"24.37606812",27,2.90075469,7.19749594,7.79839993,"13.89343166",12.82287693,"-",20.33190918,22.02937889,"0",25,5.88235283,"48.05870438","2.8103888","35.58152771","7.93895102","0.52818906",4.32440138,312,245.33799744,66.90699768,-10.1526413,13.89999962,"-"
"1502","Sun Feb 04 15:12:43 GMT+05:30 2018","04-Feb-2018 15:12:42.183",77.59275305,12.86058579,0.51,9.648001,811.888916015625,131.6,0.05732518,-0.02321794,0.55287832,0.80053294,NA,"7.92735052","6.08196735","13.05339622","0.26960617","0.54589814","248.1018219","0",81,"18.17723083","15.68627453",2756.25,"0.18118805","3.18077683","53.01294708","-","-","48.94447327","0.21570008",9.64800072,811.88891602,131.6000061,12.86058617,77.59275055,23,"24.37606812",27,3.48090577,6.91642904,7.79764462,"14.45802689",12.82411861,"-",19.53793526,22.02724457,"1.83599997",22,5.88235283,"48.05870438","2.82421374","35.40734863","7.97800493","0.53415543",4.33036757,313,246.28399658,66.90699768,-9.57249069,13.89999962,"-"
"1503","Sun Feb 04 15:12:44 GMT+05:30 2018","04-Feb-2018 15:12:43.184",77.59279708,12.86056399,1.98,9.648001,812.380126953125,129.7,0.05934632,-0.10314848,0.68094796,0.70443678,NA,"7.97446823","6.12418318","13.05339622","0.26960617","0.54589814","248.1018219","0",81,"18.17723083","23.92156982",1553,"0.18118805","3.18077683","53.01294708","-","-","48.94447327","0.21570008",9.64800072,812.38012695,129.69999695,12.86056423,77.59279633,23,"24.37606812",27,3.48090577,6.91642904,7.79764462,"14.45802689",12.82411861,"-",19.53793526,22.02724457,"7.12799978",19,5.88235283,"48.05870438","2.82421374","35.40734863","7.97800493","0.53951961",4.33573198,314,247.26899719,66.90699768,-9.57249069,13.89999962,"-"
"1504","Sun Feb 04 15:12:45 GMT+05:30 2018","04-Feb-2018 15:12:44.183",77.59279708,12.86056399,2.07,9.648001,811.678466796875,129.7,0.02279987,-0.24818008,0.7935192,0.49509588,NA,"7.987288","6.14006519","13.05339622","0.20027514","0.54258221","248.07121277","0",81,"-","21.56862831",2063.75,"0.18189597","2.16557288","36.09288025","-","-","48.94317627","0.21654284",9.64800072,811.6784668,129.69999695,12.86056423,77.59279633,23,"-",27,4.20609426,8.77350712,7.79847956,"11.39771271",12.82274532,"-",24.78391838,22.02960396,"7.45199966",11,5.88235283,"-","2.84417772","35.15881348","8.03440094","0.54529047",4.34150267,315,248.29400635,66.90699768,-8.84730148,13.89999962,"-"
"1505","Sun Feb 04 15:12:46 GMT+05:30 2018","04-Feb-2018 15:12:45.184",77.59279708,12.86056399,0,9.648001,811.440673828125,0,0.02353573,-0.32176289,0.75520271,0.51077616,NA,"7.98734188","6.14610386","13.05339622","0.20027514","0.54258221","248.09248352","0",81,"-","20.7843132",2072.5,"0.18246651","2.77855158","46.30919266","-","-","48.94213104","0.21722205",9.64800072,811.44067383,0,12.86056423,77.59279633,23,"-",27,4.06105661,3.95882821,7.79519796,"25.2594738",12.82814407,"-",11.18313122,22.02033234,"0",8,5.88235283,"-","2.84790587","35.11279297","8.04493141","0.547647",4.3438592,316,249.34399414,66.90699768,-8.99234009,13.89999962,"-"
"1506","Sun Feb 04 15:12:47 GMT+05:30 2018","04-Feb-2018 15:12:46.179",77.59279708,12.86056399,0,10.72,811.471069335938,0,0.00567601,-0.43439484,0.87009311,0.15481867,NA,"7.9747901","6.14239502","13.05339622","0.2622804","0.53842241","247.9810791","0",81,"-","21.17647171",2052.5,"0.18322052","2.6906774","44.84462357","-","-","48.94075012","0.21811968",10.72000027,811.47106934,0,12.86056423,77.59279633,22,"-",27,3.91601896,2.97317719,7.79108,"33.63335419",12.8349247,"-",8.39880562,22.00869942,"0",5,5.88235283,"-","2.84832335","35.10764313","8.04611111","0.54978842",4.34600067,317,250.38000488,66.90699768,-9.13737679,13.89999962,"-"
"1507","Sun Feb 04 15:12:48 GMT+05:30 2018","04-Feb-2018 15:12:47.185",77.59282957,12.86057556,0,10.72,811.4580078125,0,0.07335865,-0.18478532,0.66923398,0.71810281,NA,"7.95815897","6.13548374","13.05339622","0.2622804","0.53842241","247.84489441","0",81,"-","20.3921566",2001,"0.18377887","2.66471195","44.41186905","-","-","48.93972778","0.21878438",10.72000027,811.45800781,0,12.86057568,77.59282684,21,"-",27,3.91601896,1.87634277,7.78603315,"53.29405975",12.8432436,"-",5.30040312,21.99444389,"0",4,5.88235283,"-","2.8450942","35.14749146","8.03698921","0.55091965",4.34713173,318,251.30000305,66.90699768,-9.13737679,14.10000038,"-"
"1508","Sun Feb 04 15:12:49 GMT+05:30 2018","04-Feb-2018 15:12:48.183",77.59284761,12.86058616,0,10.72,811.458251953125,0,-0.08254193,-0.3245689,0.78711396,0.24097094,NA,"7.9375","6.12540197","13.05339622","0.69665909","0.53936237","247.67640686","0",82,"-","20.3921566",1623,"0.1846372","2.5978508","43.29751205","-","-","48.93815613","0.21980621",10.72000027,811.45825195,0,12.86058617,77.59284973,22,"-",27,3.91601896,1.53970754,7.78070831,"64.94604492",12.85203362,"-",4.34945631,21.97940063,"0",3,5.88235283,"-","2.84077168","35.2009697","8.02477837","0.55232841",4.34854078,319,252.36000061,66.90699768,-9.13737679,14.10000038,"-"
"1509","Sun Feb 04 15:12:50 GMT+05:30 2018","04-Feb-2018 15:12:49.183",77.59285746,12.86058946,0,10.72,809.187744140625,0,0.08071624,-0.3768594,0.64098269,0.68375266,NA,"7.9375","6.12540197","13.05339622","0.69665909","0.53976798","247.50134277","0",82,"-","20.3921566",1623,"0.18524852","2.18514323","36.41905212","-","-","48.93703842","0.22053398",10.72000027,809.18774414,0,12.86058903,77.59285736,22,"-",27,4.06105661,1.37288392,7.77524996,"72.83786011",12.86105537,"-",3.87820292,21.96398354,"0",3,5.88235283,"-","2.83592725","35.26110458","8.01109409","0.55232841",4.34854078,320,253.27900696,66.90699768,-8.99234009,14.10000038,"-"
"1510","Sun Feb 04 15:12:51 GMT+05:30 2018","04-Feb-2018 15:12:50.179",77.59289112,12.86059122,0.73,10.72,807.412353515625,87.6,0.01284414,-0.31157327,0.79278815,0.44732234,NA,"7.90082645","6.10862637","13.05339622","0.59931833","0.53976798","247.32455444","0",82,"0.36371952","21.96078491",1082.75,"0.18559156","1.81277835","30.21297264","-","-","48.936409","0.22094235",10.72000027,807.41235352,87.59999847,12.86059093,77.59288788,22,"0.48775589",27,4.20609426,2.20651937,7.77051067,"45.31930542",12.86889935,"-",6.23310566,21.95059586,"2.62800002",3,5.88235283,"2.67168498","2.83385682","35.28686523","8.00524521","0.55426019",4.35047245,321,254.3500061,66.90699768,-8.84730148,14.10000038,"-"
"1511","Sun Feb 04 15:12:52 GMT+05:30 2018","04-Feb-2018 15:12:51.180",77.59290373,12.86059286,0,10.72,807.375,0,0.0056146,-0.27984557,0.87533963,0.30747655,NA,"7.88477373","6.10191059","13.05339622","0.59931833","0.5399133","247.17051697","0",82,"0.36371952","27.84313774",907.5,"0.18594648","1.66602504","27.76708412","-","-","48.9357605","0.22136487",10.72000027,807.375,0,12.86059284,77.59290314,22,"0.48775589",27,4.6412077,1.80066192,7.76543427,"55.53397751",12.87731171,"-",5.08661556,21.9362545,"0",4,5.88235283,"2.67168498","2.83046913","35.32909775","7.99567556","0.55512744",4.35133982,322,255.36799622,66.90699768,-8.41218853,14,"-"
"1512","Sun Feb 04 15:12:53 GMT+05:30 2018","04-Feb-2018 15:12:52.183",77.59290373,12.86059286,0,9.648001,807.3857421875,0,0.13916431,-0.37106231,1.06344736,0.06793378,NA,"7.88477373","6.10191059","13.05339622","1.23801291","0.54170948","247.00061035","0",82,"0.36371952","27.84313774",2680.75,"0.18685703","3.44728398","57.4547348","-","-","48.93408966","0.22244886",9.64800072,807.38574219,0,12.86059284,77.59290314,21,"0.48775589",27,11.45798111,1.16031361,7.75982237,"86.18180847",12.88662434,"-",3.27772188,21.92040253,"0",4,20,"2.67168498","2.82501125","35.39735413","7.98025751","0.55512744",4.35133982,323,256.27099609,66.90699768,-1.59541512,14.10000038,"-"
"1513","Sun Feb 04 15:12:54 GMT+05:30 2018","04-Feb-2018 15:12:53.179",77.59291487,12.8605953,0.21,9.648001,807.580322265625,77.4,0.06551874,-0.47972947,0.84226954,0.34158406,NA,"7.92653084","6.1455698","13.05339622","1.23801291","0.54170948","246.80073547","0",82,"2.98513818","83.13725281",2620.5,"0.18917206","11.08557224","184.75953674","-","-","48.92985153","0.22520486",9.64800072,807.58032227,77.40000153,12.8605957,77.5929184,22,"4.00313616",27,12.47324562,0.72164619,7.7538476,"138.56918335",12.89655495,"-",2.03854847,21.9035244,"0.75599998",18,36.86274719,"10.63335037","2.81815982","35.48340988","7.96090364","0.56023353",4.35644579,324,257.2829895,66.90699768,-0.5801506,14.10000038,"-"
"1514","Sun Feb 04 15:12:55 GMT+05:30 2018","04-Feb-2018 15:12:54.182",77.59292197,12.86059828,0,9.648001,807.61474609375,0,0.16427641,-0.38375309,0.64995283,0.78595078,NA,"8","6.20820189","13.05339622","1.43709636","0.54987025","246.58998108","0",82,"27.80833435","22.74509811",3868.25,"0.19141661","10.33240414","172.20672607","-","-","48.92573929","0.22787693",9.64800072,807.61474609,0,12.86059856,77.5929184,23,"37.29159164",27,11.89309406,1.74206197,7.74874878,"57.4020462",12.90504074,"-",4.92107868,21.8891201,"0",26,39.60784531,"68.6471405","2.81466603","35.52745438","7.95103407","0.56594741",4.36215973,325,258.35501099,66.90699768,-1.16030216,14.10000038,"-"
