GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Cost per mile/km (Instant)($/km),Cost per mile/km (Trip)($/km),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Sun Feb 04 14:06:09 GMT+05:30 2018,04-Feb-2018 14:06:08.359,77.59430888,12.87312158,2.32,4.288,826.181640625,106.6,0.18619274,0.01906338,0.54488653,0.95300883,-,6.08333349,3.47619057,-,0.18866421,0.42651147,300.31488037,-,84,1.15947771,-,923.25,0.00464054,1.28040886,21.34014893,-,-,49.77229691,0.00552445,4.28800011,826.18164062,106.59999847,12.87312126,77.59430695,13,1.55488515,32,3.48090577,7.0288825,9.27294254,14.22671604,10.78383827,-,19.85560036,26.19475365,8.35199928,8,9.8039217,9.81556511,6.89536476,14.5021944,19.4784317,0.02051278,2.00379729,38,15.28299999,23.61800003,-11.21909428,14.10000038,-
Sun Feb 04 14:06:10 GMT+05:30 2018,04-Feb-2018 14:06:09.359,77.5943369,12.8731199,2.56,4.288,825.8956298828125,108.5,-0.14627442,-0.05982814,0.55336672,0.54695863,-,6.30769253,3.72727275,-,0.18866421,0.39198983,299.99935913,-,84,1.15947771,-,1219.75,0.00499631,1.48465836,24.74430656,-,-,49.77164459,0.00594799,4.28800011,825.89562988,108.5,12.87312031,77.59433746,12,1.55488515,32,4.931283,5.38835096,9.25641251,18.5581665,10.80309677,-,15.22133064,26.14805794,9.2159996,9,13.33333397,9.81556511,6.81604815,14.6709528,19.25437355,0.02293292,2.00621748,39,16.30900002,23.61800003,-9.76871681,14,-
Sun Feb 04 14:06:11 GMT+05:30 2018,04-Feb-2018 14:06:10.358,77.59436586,12.87311688,3.1,5.36,826.4208984375,111.1,0.02503681,0.05829604,0.61261159,0.71932381,-,6.64285707,4.04347849,-,0.23902884,0.39198983,299.46099854,-,84,1.15947771,-,1350.75,0.00532192,1.90376389,31.72939873,-,-,49.7710495,0.00633562,5.36000013,826.42089844,111.09999847,12.87311649,77.59436798,13,1.55488515,32,4.78624535,4.72739458,9.23722172,21.15286064,10.82554054,-,13.3542223,26.09384727,11.15999889,11,14.11764717,9.81556511,6.71161556,14.89923286,18.95936584,0.02502458,2.00830913,41,17.45700073,23.61800003,-9.91375446,14.10000038,-
Sun Feb 04 14:06:12 GMT+05:30 2018,04-Feb-2018 14:06:11.359,77.59439909,12.87311408,3.56,5.36,825.8192138671875,108.9,0.02697233,-0.00229115,0.65953273,0.68674219,-,7,4.375,-,0.23902884,0.37054792,298.83529663,-,84,2.29975724,-,1574.25,0.00576184,1.98045516,33.00758362,-,-,49.77024078,0.00685934,5.36000013,825.81921387,108.90000153,12.87311363,77.5943985,15,3.08402514,33,4.49617004,5.55418253,9.22168159,18.004076,10.84378338,-,15.68978119,26.04994774,12.81599903,12,16.86274529,13.94987488,6.65649986,15.02259827,18.80367088,0.02801458,2.01129913,41,18.36300087,23.61800003,-10.20382977,14.10000038,-
Sun Feb 04 14:06:13 GMT+05:30 2018,04-Feb-2018 14:06:12.359,77.59443805,12.87311131,4.03,4.288,825.9344482421875,107.9,-0.08776798,0.03065601,0.64549965,0.54342002,-,7.4375,4.76000023,-,0.33437952,0.35573959,297.64465332,-,84,2.29975724,-,1807,0.00693007,3.15186286,52.53104782,-,-,49.76810455,0.00825008,4.28800011,825.93444824,107.90000153,12.87311172,77.59443665,13,3.08402514,33,5.36639643,4.44174051,9.18090153,22.51322937,10.89195061,-,12.54728889,25.9347496,14.50800037,14,17.64705849,13.94987488,6.45579672,15.48963261,18.23671341,0.03135125,2.0146358,42,19.32600021,23.61800003,-9.33360291,14.10000038,-
Sun Feb 04 14:06:14 GMT+05:30 2018,04-Feb-2018 14:06:13.360,77.5944831,12.87310116,4.74,4.288,825.05029296875,106.1,0.03645983,-0.04201066,0.81420332,0.53939301,-,7.4375,4.53846169,-,0.73766422,0.4058964,296.98980713,-,84,2.29975724,-,2037.25,0.00790716,4.1297164,68.82860565,-,-,49.76631165,0.00941328,4.28800011,825.05029297,106.09999847,12.87310123,77.59448242,13,3.08402514,33,6.23662281,0,9.17908001,-,10.89411163,-,0,25.92960358,17.06399918,-1,21.56862831,13.94987488,6.44298744,15.52042675,18.2005291,0.03135125,2.0146358,43,19.50900078,23.61800003,-8.463377,14.10000038,-
Sun Feb 04 14:06:15 GMT+05:30 2018,04-Feb-2018 14:06:14.359,77.59453239,12.87309884,5.57,5.36,824.4375,104.2,0.03894617,-0.03365333,0.66252071,0.69912809,-,8.17647076,5.11111116,-,0.73766422,0.46439236,296.91842651,-,84,42.92371368,-,2460.5,0.0090467,4.40772438,73.46207428,-,-,49.76422501,0.01076988,5.36000013,824.4375,104.19999695,12.87309837,77.59453583,12,57.56164932,33,5.51143408,4.53741026,9.1598196,22.03854561,10.91701889,-,12.81754303,25.87519646,20.05200005,20,21.96078491,166.58502197,6.36676455,15.70623779,17.98521042,0.03135125,2.0146358,45,20.39299965,23.61800003,-9.18856621,14,-
Sun Feb 04 14:06:16 GMT+05:30 2018,04-Feb-2018 14:06:15.360,77.59458866,12.87309076,6.41,5.36,823.73828125,103.3,-0.01748194,-0.06226861,0.55416,0.70852447,-,8.94444466,5.71428585,-,0.40070716,0.46439236,296.29043579,-,84,4.32098961,-,2696.75,0.00950483,2.28834033,38.13900757,-,-,49.76338577,0.01131527,5.36000013,823.73828125,103.30000305,12.87309074,77.59458923,15,5.79454231,33,2.61067939,9.6137867,9.16169548,10.40151215,10.91478348,-,27.15759087,25.88049507,23.07599831,22,9.8039217,15.30046272,6.4916501,15.40408325,18.33799362,0.03776792,2.0210526,45,21.25099945,23.61800003,-12.08932018,14,-
Sun Feb 04 14:06:17 GMT+05:30 2018,04-Feb-2018 14:06:16.358,77.59464878,12.87308661,6.31,5.36,823.337890625,100.9,0.0487648,-0.10998149,0.48643494,0.82219392,-,9.68421078,6.3103447,-,0.40070716,0.36971295,296.34613037,-,83,4.32098961,-,1867.75,0.00995998,1.93708575,32.28476334,-,-,49.76255417,0.01185712,5.36000013,823.33789062,100.90000153,12.87308693,77.59465027,15,5.79454231,33,3.19083023,11.8732996,9.17285442,8.42208385,10.90150547,-,33.54039383,25.91201782,22.7159996,23,9.8039217,15.30046272,6.69097042,14.94520473,18.90104675,0.04335542,2.02663994,46,22.25799942,23.61800003,-11.50916958,14,-
Sun Feb 04 14:06:18 GMT+05:30 2018,04-Feb-2018 14:06:17.359,77.59471266,12.87307292,6.22,6.432,822.6749267578125,99.1,-0.04600718,-0.06373383,0.60468042,0.63469744,-,10.30000019,6.83333349,-,0.55107242,0.36971295,296.6696167,-,83,4.32098961,-,1513,0.01339129,16.41253662,273.54229736,-,-,49.75626755,0.01594201,6.43200016,822.67492676,99.09999847,12.87307262,77.5947113,13,5.79454231,33,4.931283,1.34041548,9.14075375,74.60218048,10.93978882,-,3.78648424,25.82133865,22.39199829,22,14.90196133,15.30046272,6.49987888,15.38458157,18.36124039,0.04911792,2.03240252,47,23.3239994,23.61800003,-9.76871681,14.10000038,-
